Date;Température min (°C);Température max (°C);Humidité (%);GDD;GDD cumulés
2025-02-01;-5.599999999999966;30.80000000000001;81.47391304347826;2.6000000000000227;2.6000000000000227
2025-02-02;-7.699999999999989;30.900000000000034;83.47577092511013;1.6000000000000227;4.2000000000000455
2025-02-03;-6.7999999999999545;30.700000000000045;83.68805309734513;1.9500000000000455;6.150000000000091
2025-02-04;-6.099999999999966;30.700000000000045;83.12808988764046;2.30000000000004;8.45000000000013
2025-02-05;-6.7999999999999545;30.5;83.23991031390135;1.8500000000000227;10.300000000000153
2025-02-06;-9.0;30.900000000000034;80.20588235294117;0.950000000000017;11.25000000000017
2025-02-07;-5.7999999999999545;30.100000000000023;79.58390804597701;2.150000000000034;13.400000000000205
2025-02-08;-9.399999999999977;29.900000000000034;82.92626728110599;0.2500000000000284;13.650000000000233
2025-02-09;-12.799999999999955;30.100000000000023;83.15862068965517;0.0;13.650000000000233
2025-02-10;-9.299999999999955;30.30000000000001;85.97732426303855;0.5000000000000284;14.150000000000261
2025-02-11;-11.099999999999966;30.30000000000001;84.36404494382022;0.0;14.150000000000261
2025-02-12;-11.099999999999966;29.80000000000001;84.69642857142857;0.0;14.150000000000261
2025-02-13;-7.5;30.5;83.73015873015873;1.5;15.650000000000261
2025-02-14;-10.0;29.700000000000045;78.9090909090909;0.0;15.650000000000261
2025-02-15;-10.0;29.30000000000001;72.3445945945946;0.0;15.650000000000261
2025-02-16;-4.7999999999999545;29.80000000000001;74.76470588235294;2.5000000000000284;18.15000000000029
2025-02-17;-4.899999999999977;29.80000000000001;77.75632183908046;2.450000000000017;20.600000000000307
2025-02-18;-6.899999999999977;30.600000000000023;77.88100686498856;1.8500000000000227;22.45000000000033
2025-02-19;-6.0;29.700000000000045;79.24943820224719;1.8500000000000227;24.300000000000352
2025-02-20;-6.0;30.5;83.22894736842105;2.25;26.550000000000352
2025-02-21;-2.3999999999999773;30.100000000000023;79.43083900226758;3.8500000000000227;30.400000000000375
2025-02-22;-4.0;29.700000000000045;82.67865168539326;2.8500000000000227;33.2500000000004
2025-02-23;-4.599999999999966;29.900000000000034;84.27252252252252;2.650000000000034;35.90000000000043
2025-02-24;-3.099999999999966;30.600000000000023;82.50112866817156;3.7500000000000284;39.65000000000046
2025-02-25;-8.799999999999955;30.30000000000001;83.01569506726457;0.7500000000000284;40.40000000000049
2025-02-26;-8.699999999999989;30.400000000000034;79.64399092970521;0.8500000000000227;41.25000000000051
2025-02-27;-8.799999999999955;31.400000000000034;76.56689342403628;1.3000000000000398;42.55000000000055
2025-02-28;-8.799999999999955;30.5;75.80681818181819;0.8500000000000227;43.400000000000574
